,click count,relative time,label
MC,1,440,love
MC,1,618,love
MC,1,659,love
MC,1,496,love
MC,1,846,love
MC,1,1044,love
MC,1,447,love
MC,1,414,love
MC,1,501,love
MC,1,428,love
MC,1,414,love
MC,1,602,love
MC,1,616,love
MC,1,542,love
MC,1,459,love
MC,1,419,love
MC,1,405,love
MC,1,1922,love
MC,1,430,love
MC,1,446,love
MC,1,569,love
MC,1,595,love
MC,1,417,love
MC,1,818,love
MC,1,594,love
MC,1,417,love
MC,1,638,love
MC,1,419,love
MC,1,541,love
MC,1,926,love
MC,1,710,love
MC,1,553,love
MC,1,434,love
MC,1,513,love
MC,1,510,love
MC,1,422,love
MC,1,741,love
MC,1,415,love
MC,1,423,love
MC,1,416,love
MC,1,428,love
MC,1,501,love
MC,1,1057,love
MC,1,2105,love
MC,1,504,love
MC,1,595,love
MC,1,469,love
MC,1,611,love
MC,1,416,love
MC,1,416,love
MC,1,750,love
MC,1,489,love
MC,1,1009,love
MC,1,470,love
MC,1,427,love
MC,1,513,love
MC,1,453,love
MC,1,433,love
MC,1,1193,love
MC,1,429,love
MC,1,430,love
MC,1,566,love
MC,1,418,love
MC,1,1059,love
MC,1,573,love
MC,1,539,love
MC,1,665,love
MC,1,858,love
MC,1,454,love
MC,1,511,love
MC,1,492,love
MC,1,490,love
MC,1,845,love
MC,1,429,love
MC,1,511,love
MC,1,417,love
MC,1,914,love
MC,1,511,love
MC,1,520,love
MC,1,838,love
MC,1,435,love
MC,1,674,love
MC,1,461,love
MC,1,489,love
MC,1,2693,love
MC,1,404,love
MC,1,2229,love
MC,1,427,love
MC,1,494,love
MC,1,1062,love
MC,1,542,love
MC,1,424,love
MC,1,590,love
MC,1,476,love
MC,1,425,love
MC,1,459,love
MC,1,520,love
MC,1,528,love
MC,1,464,love
MC,1,492,love
MC,1,424,love
MC,1,420,love
MC,1,523,love
MC,1,438,love
MC,1,1640,love
MC,1,981,love
MC,1,466,love
MC,1,720,love
MC,1,569,love
MC,1,915,love
MC,1,418,love
MC,1,551,love
MC,1,549,love
MC,1,472,love
MC,1,870,love
MC,1,478,love
MC,1,509,love
MC,1,916,love
MC,1,550,love
MC,1,420,love
MC,1,630,love
MC,1,427,love
MC,1,809,love
MC,1,530,love
MC,1,447,love
MC,1,778,love
MC,1,514,love
MC,1,440,love
MC,1,542,love
MC,1,445,love
MC,1,429,love
MC,1,496,love
MC,1,507,love
MC,1,509,love
MC,1,766,love
MC,1,551,love
MC,1,1309,love
MC,1,428,love
MC,1,984,love
MC,1,567,love
MC,1,1710,love
MC,1,570,love
MC,1,434,love
MC,1,421,love
MC,1,432,love
MC,1,658,love
MC,1,796,love
MC,1,1076,love
MC,1,706,love
MC,1,435,love
MC,1,580,love
MC,1,461,love
MC,1,439,love
MC,1,502,love
MC,1,1020,love
MC,1,430,love
MC,1,1500,love
MC,1,447,love
MC,1,523,love
MC,1,434,love
MC,1,531,love
MC,1,465,love
MC,1,454,love
MC,1,429,love
MC,1,1223,love
MC,1,513,love
MC,1,446,love
MC,1,1380,love
MC,1,536,love
MC,1,545,love
MC,1,1118,love
MC,1,1316,love
MC,1,618,love
MC,1,438,love
MC,1,433,love
MC,1,1362,love
MC,1,446,love
MC,1,443,love
MC,1,444,love
MC,1,444,love
MC,1,435,love
MC,1,447,love
MC,1,445,love
MC,1,581,love
MC,1,533,love
MC,1,501,love
MC,1,503,love
MC,1,469,love
MC,1,1118,love
MC,1,596,love
MC,1,456,love
MC,1,545,love
MC,1,761,love
MC,1,597,love
MC,1,549,love
MC,1,988,love
MC,1,496,love
MC,1,541,love
MC,1,512,love
MC,1,812,love
MC,1,442,love
MC,1,543,love
MC,1,423,love
MC,1,470,love
MC,1,432,love
MC,1,451,love
MC,1,825,love
MC,1,449,love
MC,1,564,love
MC,1,463,love
MC,1,813,love
MC,1,1530,love
MC,1,500,love
MC,1,462,love
MC,1,807,love
MC,1,1319,love
MC,1,497,love
MC,1,730,love
MC,1,1349,love
MC,1,473,love
MC,1,447,love
MC,1,459,love
MC,1,471,love
MC,1,540,love
MC,1,1054,love
MC,1,448,love
MC,1,912,love
MC,1,433,love
MC,1,445,love
MC,1,467,love
MC,1,423,love
MC,1,438,love
MC,1,1492,love
MC,1,453,love
MC,1,445,love
MC,1,516,love
MC,1,415,love
MC,1,482,love
MC,1,534,love
MC,1,555,love
MC,1,513,love
MC,1,436,love
MC,1,508,love
MC,1,431,love
MC,1,1000,love
MC,2,254,love
MC,1,540,love
MC,1,806,love
MC,1,1017,love
MC,1,1235,love
MC,1,542,love
MC,1,445,love
MC,1,425,love
MC,1,534,love
MC,1,450,love
MC,1,475,love
MC,1,491,love
MC,1,421,love
MC,1,505,love
MC,1,434,love
MC,1,435,love
MC,1,414,love
MC,1,419,love
MC,1,496,love
MC,1,450,love
MC,1,449,love
MC,1,562,love
MC,1,467,love
MC,1,416,love
MC,1,441,love
MC,1,567,love
MC,1,433,love
MC,1,556,love
MC,1,1222,love
MC,1,1306,love
MC,1,557,love
MC,1,508,love
MC,1,514,love
MC,1,549,love
MC,1,433,love
MC,1,590,love
MC,1,596,love
MC,1,467,love
MC,1,581,love
MC,1,488,love
MC,1,452,love
MC,1,2133,love
MC,1,420,love
MC,1,473,love
MC,1,541,love
MC,1,471,love
MC,1,437,love
MC,1,454,love
MC,1,513,love
MC,1,924,love
MC,1,433,love
MC,1,502,love
MC,1,704,love
MC,1,439,love
MC,1,510,love
MC,1,433,love
MC,1,503,love
MC,1,563,love
MC,1,443,love
MC,1,444,love
MC,1,476,love
MC,1,514,love
MC,1,446,love
MC,1,826,love
MC,1,488,love
MC,1,677,love
MC,1,437,love
MC,1,734,love
MC,1,444,love
MC,1,446,love
MC,1,452,love
MC,1,491,love
MC,1,509,love
MC,1,559,love
MC,1,881,love
MC,1,498,love
MC,1,435,love
MC,1,437,love
MC,1,485,love
MC,1,794,love
MC,1,426,love
MC,1,1443,love
MC,1,535,love
MC,1,748,love
MC,1,462,love
MC,1,549,love
MC,1,789,love
MC,1,1471,love
MC,1,526,love
MC,1,637,love
MC,1,452,love
MC,1,1011,love
MC,1,560,love
MC,1,1209,love
MC,1,1613,love
MC,1,646,love
MC,1,582,love
MC,1,435,nishant
MC,1,427,nishant
MC,1,1257,nishant
MC,1,367,nishant
MC,1,381,nishant
MC,1,1019,nishant
MC,1,382,nishant
MC,1,749,nishant
MC,1,456,nishant
MC,1,778,nishant
MC,1,362,nishant
MC,1,708,nishant
MC,1,489,nishant
MC,1,672,nishant
MC,1,376,nishant
MC,1,383,nishant
MC,1,433,nishant
MC,1,370,nishant
MC,1,383,nishant
MC,1,348,nishant
MC,1,884,nishant
MC,1,397,nishant
MC,1,383,nishant
MC,1,375,nishant
MC,1,355,nishant
MC,1,1103,nishant
MC,1,363,nishant
MC,1,357,nishant
MC,1,377,nishant
MC,1,447,nishant
MC,1,391,nishant
MC,1,405,nishant
MC,1,391,nishant
MC,1,369,nishant
MC,1,419,nishant
MC,1,377,nishant
MC,1,659,nishant
MC,1,385,nishant
MC,1,678,nishant
MC,1,356,nishant
MC,1,419,nishant
MC,1,363,nishant
MC,1,397,nishant
MC,1,417,nishant
MC,1,376,nishant
MC,1,707,nishant
MC,1,638,nishant
MC,1,996,nishant
MC,1,356,nishant
MC,1,369,nishant
MC,1,567,nishant
MC,1,420,nishant
MC,1,445,nishant
MC,1,383,nishant
MC,1,419,nishant
MC,1,835,nishant
MC,1,448,nishant
MC,1,418,nishant
MC,1,826,nishant
MC,1,670,nishant
MC,1,460,nishant
MC,1,440,nishant
MC,1,382,nishant
MC,1,425,nishant
MC,1,376,nishant
MC,1,665,nishant
MC,1,574,nishant
MC,1,412,nishant
MC,1,1,nishant
MC,1,396,nishant
MC,1,553,nishant
MC,1,927,nishant
MC,1,384,nishant
MC,1,371,nishant
MC,1,403,nishant
MC,1,370,nishant
MC,1,412,nishant
MC,1,340,nishant
MC,1,375,nishant
MC,1,450,nishant
MC,1,1578,nishant
MC,1,419,nishant
MC,1,362,nishant
MC,1,455,nishant
MC,1,1115,nishant
MC,1,839,nishant
MC,1,384,nishant
MC,1,1100,nishant
MC,1,413,nishant
MC,1,517,nishant
MC,1,0,nishant
MC,1,376,nishant
MC,1,496,nishant
MC,1,517,nishant
MC,1,397,nishant
MC,1,0,nishant
MC,1,368,nishant
MC,1,609,nishant
MC,1,405,nishant
MC,1,439,nishant
MC,1,652,nishant
MC,1,375,nishant
MC,1,360,nishant
MC,1,369,nishant
MC,1,398,nishant
MC,1,404,nishant
MC,1,631,nishant
MC,1,459,nishant
MC,1,1053,nishant
MC,1,390,nishant
MC,1,657,nishant
MC,1,376,nishant
MC,1,377,nishant
MC,1,812,nishant
MC,1,827,nishant
MC,1,1207,nishant
MC,1,448,nishant
MC,1,376,nishant
MC,1,362,nishant
MC,1,370,nishant
MC,1,382,nishant
MC,1,475,nishant
MC,1,743,nishant
MC,1,901,nishant
MC,1,539,nishant
MC,1,482,nishant
MC,1,425,nishant
MC,1,412,nishant
MC,1,390,nishant
MC,1,862,nishant
MC,1,383,nishant
MC,1,947,nishant
MC,1,376,nishant
MC,1,692,nishant
MC,1,668,nishant
MC,1,417,nishant
MC,1,749,nishant
MC,1,383,nishant
MC,1,535,nishant
MC,1,1183,nishant
MC,1,354,nishant
MC,1,358,nishant
MC,1,443,nishant
MC,1,361,nishant
MC,1,463,nishant
MC,1,396,nishant
MC,1,448,nishant
MC,1,388,nishant
MC,1,409,nishant
MC,1,475,nishant
MC,1,683,nishant
MC,1,471,nishant
MC,1,410,nishant
MC,1,1055,nishant
MC,1,843,nishant
MC,1,399,nishant
MC,1,380,nishant
MC,1,695,nishant
MC,1,444,nishant
MC,1,881,nishant
MC,1,374,nishant
MC,1,414,nishant
MC,1,1003,nishant
MC,1,409,nishant
MC,1,473,nishant
MC,1,529,nishant
MC,1,370,nishant
MC,1,759,nishant
MC,1,463,nishant
MC,1,496,nishant
MC,1,414,nishant
MC,1,699,nishant
MC,1,319,nishant
MC,1,387,nishant
MC,1,386,nishant
MC,1,980,nishant
MC,1,441,nishant
MC,1,496,nishant
MC,1,378,nishant
MC,1,499,nishant
MC,1,439,nishant
MC,1,375,nishant
MC,1,495,nishant
MC,1,479,nishant
MC,1,447,nishant
MC,1,440,nishant
MC,1,917,nishant
MC,1,901,nishant
MC,1,429,nishant
MC,1,449,nishant
MC,1,414,nishant
MC,1,624,nishant
MC,1,374,nishant
MC,1,980,nishant
MC,1,404,nishant
MC,1,372,nishant
MC,1,383,nishant
MC,1,400,nishant
MC,1,474,nishant
MC,1,17491,nishant
MC,1,377,nishant
MC,1,465,nishant
MC,2,214,nishant
MC,1,1129,nishant
MC,1,461,nishant
MC,1,375,nishant
MC,1,330,nishant
MC,1,473,nishant
MC,1,352,nishant
MC,2,214,nishant
MC,1,510,nishant
MC,1,481,nishant
MC,1,389,nishant
MC,1,376,nishant
MC,1,785,nishant
MC,1,426,nishant
MC,1,842,nishant
MC,1,724,nishant
MC,2,211,nishant
MC,1,397,nishant
MC,1,524,nishant
MC,1,482,nishant
MC,1,440,nishant
MC,1,763,nishant
MC,1,432,nishant
MC,1,429,nishant
MC,2,215,nishant
MC,1,418,nishant
MC,1,425,nishant
MC,1,411,nishant
MC,1,749,nishant
MC,1,417,nishant
MC,1,919,nishant
MC,1,403,nishant
MC,1,376,nishant
MC,1,906,nishant
MC,1,383,nishant
MC,1,446,nishant
MC,1,461,nishant
MC,1,439,nishant
MC,1,659,nishant
MC,1,418,nishant
MC,1,382,nishant
MC,1,389,nishant
MC,1,630,nishant
MC,1,524,nishant
MC,1,714,nishant
MC,1,412,nishant
MC,1,417,nishant
MC,1,412,nishant
MC,1,946,nishant
MC,1,661,nishant
MC,1,468,nishant
MC,1,418,nishant
MC,1,392,nishant
MC,1,412,nishant
MC,1,379,nishant
MC,1,975,nishant
MC,1,0,nishant
MC,1,412,nishant
MC,1,391,nishant
MC,1,436,nishant
MC,1,22530,nishant
MC,1,418,nishant
MC,1,382,nishant
MC,1,398,nishant
MC,1,496,nishant
MC,1,410,nishant
MC,1,357,nishant
MC,1,411,nishant
MC,1,391,nishant
MC,1,377,nishant
MC,1,404,nishant
MC,1,369,nishant
MC,1,1058,nishant
MC,1,523,nishant
MC,1,397,nishant
MC,1,476,nishant
MC,1,1003,nishant
MC,1,852,nishant
MC,1,397,nishant
MC,1,423,nishant
MC,1,426,nishant
MC,1,868,nishant
MC,1,377,nishant
MC,1,469,nishant
MC,1,361,nishant
MC,1,383,nishant
MC,1,404,nishant
MC,1,591,nishant
MC,1,425,nishant
MC,1,868,nishant
MC,1,419,nishant
MC,1,390,nishant
MC,1,693,nishant
MC,1,503,nishant
MC,1,390,nishant
MC,1,369,nishant
MC,1,679,nishant
MC,1,453,nishant
MC,1,391,nishant
MC,1,370,nishant
MC,1,448,nishant
MC,1,672,nishant
MC,1,383,nishant
MC,1,810,nishant
MC,1,0,nishant
MC,1,397,nishant
MC,1,945,nishant
MC,1,803,nishant
MC,1,880,nishant
MC,1,425,nishant
MC,1,432,nishant
MC,1,397,nishant
MC,1,433,nishant
MC,1,377,nishant
MC,1,483,nishant
MC,1,354,nishant
MC,1,412,nishant
MC,1,621,nishant
MC,1,391,nishant
MC,1,362,nishant
MC,1,421,nishant
MC,1,608,nishant
MC,1,900,nishant
MC,1,391,nishant
MC,1,997,nishant
MC,1,383,nishant
MC,1,468,nishant
MC,1,390,nishant
MC,1,396,nishant
MC,1,2433,nishant
MC,1,6008,nishant
MC,1,6007,nishant
MC,1,10816,nishant
MC,1,397,nishant
MC,1,581,nishant
MC,1,389,nishant
MC,1,369,nishant
MC,1,657,nishant
MC,1,361,nishant
MC,1,508,nishant
MC,1,369,nishant
MC,1,797,nishant
MC,1,760,nishant
MC,1,363,nishant
MC,1,553,nishant
MC,1,404,nishant
MC,1,369,nishant
MC,1,418,nishant
MC,1,602,nishant
MC,1,439,nishant
MC,1,937,nishant
MC,1,580,nishant
MC,1,417,nishant
MC,1,352,nishant
MC,1,439,nishant
MC,1,354,nishant
MC,1,713,nishant
MC,1,858,nishant
MC,1,360,nishant
MC,1,368,nishant
MC,1,354,nishant
MC,1,390,nishant
MC,1,586,nishant
MC,1,376,nishant
MC,1,933,nishant
MC,1,391,nishant
MC,1,447,nishant
MC,1,371,nishant
MC,1,395,nishant
MC,1,946,nishant
MC,1,501,nishant
MC,1,426,nishant
MC,1,404,nishant
MC,1,1062,nishant
MC,1,921,nishant
MC,1,661,nishant
MC,1,341,nishant
MC,1,390,nishant
MC,1,353,nishant
MC,1,348,nishant
MC,1,586,nishant
MC,1,1230,nishant
MC,1,348,nishant
MC,1,26829,nishant
MC,1,369,nishant
MC,1,384,nishant
MC,1,363,nishant
MC,1,370,nishant
MC,1,720,nishant
MC,1,406,nishant
MC,1,426,nishant
MC,1,384,nishant
MC,1,447,nishant
MC,1,393,nishant
MC,1,361,nishant
MC,1,609,nishant
MC,1,398,nishant
MC,1,745,nishant
MC,1,800,nishant
MC,1,369,nishant
MC,1,370,nishant
MC,1,384,nishant
MC,1,362,nishant
MC,1,405,nishant
MC,1,348,nishant
MC,1,377,nishant
MC,1,378,nishant
MC,1,377,nishant
MC,1,363,nishant
MC,1,364,nishant
MC,1,574,nishant
MC,1,377,nishant
MC,1,384,nishant
MC,1,455,nishant
MC,1,368,nishant
MC,1,362,nishant
MC,1,0,nishant
MC,1,405,nishant
MC,1,369,nishant
MC,1,374,nishant
MC,1,384,nishant
MC,1,441,nishant
MC,1,354,nishant
MC,1,765,nishant
MC,1,796,nishant
MC,1,391,nishant
MC,1,378,nishant
MC,1,462,nishant
MC,1,730,nishant
MC,1,375,nishant
MC,1,383,nishant
MC,1,370,nishant
MC,1,348,nishant
MC,1,336,nishant
MC,1,603,nishant
MC,1,399,nishant
MC,1,1366,nishant
MC,1,467,nishant
MC,1,1008,nishant
MC,1,434,nishant
MC,1,375,nishant
MC,1,403,nishant
MC,1,361,nishant
MC,1,382,nishant
MC,1,360,nishant
MC,1,390,nishant
MC,1,388,nishant
MC,1,397,nishant
MC,1,397,nishant
MC,1,907,nishant
MC,1,367,nishant
MC,1,1112,nishant
MC,1,1808,nishant
MC,1,362,nishant
MC,1,451,nishant
MC,1,424,nishant
MC,1,649,nishant
MC,1,445,nishant
MC,1,418,nishant
MC,1,670,nishant
MC,1,383,nishant
MC,1,520,nishant
MC,2,214,nishant
MC,1,368,nishant
MC,1,544,nishant
MC,1,509,nishant
MC,1,411,nishant
MC,1,0,nishant
MC,1,0,nishant
MC,1,377,nishant
MC,1,425,nishant
MC,1,383,nishant
MC,1,369,nishant
MC,1,532,nishant
MC,1,411,nishant
MC,1,390,nishant
MC,1,397,nishant
MC,1,376,nishant
MC,1,382,nishant
MC,1,649,nishant
MC,1,405,nishant
MC,1,1456,nishant
MC,1,1542,nishant
MC,1,836,nishant
MC,1,367,nishant
MC,1,404,nishant
MC,1,367,nishant
MC,1,523,nishant
MC,1,389,nishant
MC,1,402,nishant
MC,1,389,nishant
MC,1,368,nishant
MC,1,543,nishant
MC,1,389,nishant
MC,1,448,nishant
MC,1,383,nishant
MC,1,573,nishant
MC,1,419,nishant
MC,1,362,nishant
MC,1,515,nishant
MC,1,380,nishant
MC,1,917,nishant
MC,1,403,nishant
MC,1,464,nishant
MC,1,369,nishant
MC,1,390,nishant
MC,1,1012,nishant
MC,1,403,nishant
MC,1,519,nishant
MC,1,1170,nishant
MC,1,398,nishant
MC,1,363,nishant
MC,1,1116,nishant
MC,1,462,nishant
MC,1,439,nishant
MC,1,376,nishant
MC,1,361,nishant
MC,1,396,nishant
MC,1,799,nishant
MC,1,523,nishant
MC,1,405,nishant
MC,1,409,nishant
MC,1,369,nishant
MC,1,544,nishant
MC,1,721,nishant
MC,1,1133,nishant
MC,1,439,nishant
MC,1,419,nishant
MC,1,440,nishant
MC,1,376,nishant
MC,1,418,nishant
MC,1,398,nishant
MC,1,396,nishant
MC,1,411,nishant
MC,1,482,nishant
MC,1,897,nishant
MC,1,438,nishant
MC,1,368,nishant
MC,1,398,nishant
MC,1,834,nishant
MC,1,431,nishant
MC,1,459,nishant
MC,1,419,nishant
MC,1,396,nishant
MC,1,706,nishant
MC,1,453,nishant
MC,1,410,nishant
MC,1,391,nishant
MC,1,925,nishant
MC,1,411,nishant
MC,1,615,nishant
MC,1,1122,nishant
MC,1,425,nishant
MC,2,431,nishant
MC,1,670,nishant
MC,1,432,nishant
MC,1,368,nishant
MC,1,339,nishant
MC,1,987,nishant
MC,1,524,nishant
MC,1,503,nishant
MC,1,389,nishant
MC,1,475,nishant
MC,1,433,nishant
MC,1,622,nishant
MC,1,460,nishant
MC,1,686,nishant
MC,1,382,nishant
MC,1,1242,nishant
MC,1,433,nishant
MC,1,390,nishant
MC,1,917,nishant
MC,1,645,nishant
MC,1,397,nishant
MC,1,411,nishant
MC,1,425,nishant
MC,1,489,nishant
MC,1,618,nishant
MC,1,470,nishant
MC,1,714,nishant
MC,1,753,nishant
MC,1,396,nishant
MC,1,389,nishant
MC,1,376,nishant
MC,1,594,nishant
MC,1,384,nishant
MC,1,405,nishant
MC,1,426,nishant
MC,1,397,nishant
MC,1,923,nishant
MC,2,213,nishant
MC,1,1404,nishant
MC,1,893,nishant
MC,1,440,nishant
MC,1,466,nishant
MC,1,756,nishant
MC,1,383,nishant
MC,1,459,nishant
MC,1,762,nishant
MC,1,452,nishant
MC,1,431,nishant
MC,1,1072,nishant
MC,1,480,nishant
MC,1,800,nishant
MC,1,866,nishant
MC,1,396,nishant
MC,1,441,nishant
MC,1,770,nishant
MC,1,368,nishant
MC,1,397,nishant
MC,1,440,nishant
MC,1,411,nishant
MC,1,729,nishant
MC,1,858,nishant
MC,1,426,nishant
MC,1,615,nishant
MC,1,424,nishant
MC,1,998,nishant
MC,2,214,nishant
MC,3,425,nishant
MC,1,474,nishant
MC,1,419,nishant
MC,1,454,nishant
MC,1,392,nishant
MC,1,0,nishant
MC,1,760,nishant
MC,1,416,nishant
MC,1,490,nishant
MC,1,510,nishant
MC,1,397,nishant
MC,1,14839,nishant
MC,1,503,nishant
MC,1,1109,nishant
MC,1,397,nishant
MC,1,460,nishant
MC,1,526,nishant
MC,1,391,nishant
MC,1,404,nishant
MC,1,622,nishant
MC,1,1092,nishant
MC,1,657,nishant
MC,1,0,nishant
MC,1,411,nishant
MC,1,445,nishant
MC,1,444,nishant
MC,1,361,nishant
MC,1,614,nishant
MC,1,368,nishant
MC,1,677,nishant
MC,1,437,nishant
MC,1,334,nishant
MC,1,380,nishant
MC,1,397,nishant
MC,1,1260,nishant
MC,1,488,nishant
MC,1,420,nishant
MC,1,439,nishant
MC,1,516,nishant
MC,2,471,nishant
MC,1,488,nishant
MC,1,406,nishant
MC,1,644,nishant
MC,1,432,nishant
MC,1,452,nishant
MC,1,398,nishant
MC,1,389,nishant
MC,1,694,nishant
MC,1,1218,nishant
MC,1,431,nishant
MC,1,342,nishant
MC,1,398,nishant
MC,1,362,nishant
MC,1,409,nishant
MC,1,346,nishant
MC,1,719,nishant
MC,1,382,nishant
MC,1,0,nishant
MC,1,376,nishant
MC,1,488,nishant
MC,1,497,nishant
MC,1,398,nishant
MC,1,667,nishant
MC,2,214,nishant
MC,1,417,nishant
MC,1,412,nishant
MC,1,477,nishant
MC,1,460,nishant
MC,1,793,nishant
MC,1,962,nishant
MC,1,446,nishant
MC,1,382,nishant
MC,1,445,nishant
MC,1,1640,nishant
MC,1,982,nishant
MC,1,585,nishant
MC,1,396,nishant
MC,1,366,nishant
MC,1,382,nishant
MC,1,889,nishant
MC,1,439,nishant
MC,1,406,nishant
MC,1,403,nishant
MC,1,362,nishant
MC,1,397,nishant
MC,1,812,nishant
MC,1,376,nishant
MC,1,405,nishant
MC,1,405,nishant
MC,1,410,nishant
MC,1,0,nishant
MC,1,398,nishant
MC,1,711,nishant
MC,1,593,nishant
MC,1,531,nishant
MC,1,398,nishant
MC,1,531,nishant
MC,1,432,nishant
MC,1,754,nishant
MC,1,732,nishant
MC,1,441,nishant
MC,1,468,nishant
MC,1,474,nishant
MC,1,433,nishant
MC,1,362,nishant
MC,1,488,nishant
MC,1,576,nishant
MC,1,474,nishant
MC,1,692,nishant
MC,1,411,nishant
MC,1,460,nishant
MC,1,440,nishant
MC,1,418,nishant
MC,1,433,nishant
MC,1,685,nishant
MC,1,432,nishant
MC,1,368,nishant
MC,1,497,nishant
MC,1,425,nishant
MC,1,704,nishant
MC,1,0,nishant
MC,1,396,nishant
MC,1,412,nishant
MC,1,392,nishant
MC,1,615,nishant
MC,1,432,nishant
MC,1,354,nishant
MC,1,487,nishant
MC,1,460,nishant
MC,1,405,nishant
MC,1,701,nishant
MC,1,580,nishant
MC,1,404,nishant
MC,1,405,nishant
MC,1,1051,nishant
MC,1,417,nishant
MC,1,461,nishant
MC,1,820,nishant
MC,1,387,nishant
MC,2,424,nishant
MC,1,369,nishant
MC,1,423,nishant
